user_skills_str,job_skills_str,job_title,job_idx,n_user_skills,n_job_skills,overlap_pct,label
"aws, cloud, database, linux, networking, penetration, security","database, linux, networking, security",IT INTERNSHIP,175,7,4,1.0,1
"css, react, tailwind, user research","css, react, tailwind",Frontend Developer - Internship,126,4,3,1.0,1
"api, cicd, docker, java, mongodb","database, linux, networking, security",IT Support Intern,162,5,4,0.0,0
"ansible, cicd, docker, kubernetes, linux, terraform","ansible, aws, cicd, docker, kubernetes, linux, terraform",DevOps Intern (Mahasiswa Aktif),73,6,7,0.8571428571428571,1
"cicd, cloud, database, docker, git, javascript, nextjs, nosql, react, scala, sql, testing","linux, network security, networking, security",Cyber Security Officer,144,12,4,0.0,0
"jest, numpy, pandas, python, pytorch, sklearn, tensorflow","git, javascript, nextjs, node, nosql, python, react, react native, scala, sql",FULL STACK SOFTWARE DEVELOPER,38,7,10,0.1,0
"angular, node, penetration, security, tensorflow","penetration, security",Manager Consultant (Cybersecurity),166,5,2,1.0,1
"agile, express, flutter, networking, quality assurance, typescript","agile, express, flutter, networking",Backend Developer Intern,108,6,4,1.0,1
"flask, git, kotlin, network security, react native, security","network security, security",IT Security Engineer,159,6,2,1.0,1
"agile, quality assurance, rust","agile, quality assurance",QA Engineer (Intern),138,3,2,1.0,1
"aws, cicd, cloud, docker, git, go, java, kubernetes, network security, penetration, r, security","aws, azure, cicd, cloud, docker, gcp, git, go, java, kubernetes, network security, penetration, python, r, react native, security",Security Engineer,11,12,16,0.75,1
"css, html, java, javascript, laravel","css, html, java, javascript, laravel, php",IT Programmer (Internship),68,5,6,0.8333333333333334,1
"ansible, api, automation, aws, azure, cicd, css, django, fastapi, flask, gcp, java, javascript, jest, kubernetes, node, php, python, react, react native, redis, sql, tailwind, testing, typescript","api, aws, azure, cicd, css, django, docker, fastapi, flask, gcp, java, javascript, jest, kubernetes, node, python, react, react native, redis, sql, tailwind, testing, typescript",Full Stack AI Developer,2,25,23,0.9565217391304348,1
"agile, automation, postman, selenium, sql, testing","android, api, flutter, git, ios, testing",Mobile App Flutter Developer (Internship),75,6,6,0.16666666666666666,0
"javascript, react, react native","api, css, git, html, java, javascript, laravel, sql",Software Engineer - Fullstack (Laravel) Intern,51,3,8,0.125,0
"numpy, powerbi, r, sql, tableau","numpy, pandas, powerbi, python, r, sql, tableau",Haquhara Internship Opportunity 2026,72,5,7,0.7142857142857143,1
"design system, figma, firebase, react, rust, user research","design system, figma, rust, user research",UI/UX Designer Intern,123,6,4,1.0,1
"api, database, fastapi, javascript, laravel, node, php, react, security, sql","api, database, javascript, node, php, react, security, sql",Internship - Fullstack Developer,53,10,8,1.0,1
"java, numpy, r","api, css, git, html, java, javascript, php, react, react native, sql",FULLSTACK DEVELOPER,42,3,10,0.1,0
"agile, api, cicd, git, go, nosql, sql","agile, api, cicd, git, go, mongodb, nosql, sql",[INTERN] Backend Developer,52,7,8,0.875,1
"android, design system, git, scala","aspnet, cloud, java, testing",Software Engineer - Intern (Paid Internship),102,4,4,0.0,0
"aspnet, cloud, testing","aspnet, cloud, java, testing",Software Engineer - Intern (Paid Internship),102,3,4,0.75,1
"css, git, html, java, javascript, laravel, network security, networking, php, postman, sql, tensorflow","css, git, html, java, javascript, laravel, network security, networking, php, postman, sql, tensorflow",IT Support Intern,24,12,12,1.0,1
"git, java, python, pytorch, scala, tensorflow, testing","git, java, linux, python, pytorch, scala, tensorflow, testing",Software Engineer - Backend,63,7,8,0.875,1
"ansible, appium, django, linux","android, api, cicd, css, express, flutter, go, graphql, html, ios, javascript, kotlin, laravel, node, php, python, pytorch, react, react native, redis, sql, swift, tailwind, tensorflow, testing, vue",Full Stack / Mobile Developer & AI Engineer,0,4,26,0.0,0
"flutter, git, python, react, react native, sql, testing","flutter, git, python, react, react native, sql, testing",IT Manager,76,7,7,1.0,1
"design system, figma, rust, user research","mongodb, nosql, sql",Data Analyst INTERN,124,4,3,0.0,0
"android, ansible, api, automation, firebase, flutter, go, ios, javascript, jest, kotlin, node, postman, python, quality assurance, sql, swift, testing, typescript, vue","agile, android, automation, firebase, flutter, go, ios, javascript, jest, kotlin, node, nosql, postman, python, quality assurance, selenium, sql, swift, testing, typescript, vue",Quality Assurance (Internship),4,20,21,0.8571428571428571,1
"api, flutter, git, kotlin","android, api, flutter, git, kotlin",Internship Mobile Developer (Kotlin Android),77,4,5,0.8,1
"agile, postman, testing","agile, postman, testing",Quality Assurance Manual Tester,154,3,3,1.0,1
"accessibility, api, automation, css, database, express, git, go, java, javascript, nextjs, php, python, scala, security, testing","accessibility, api, automation, css, database, express, git, go, html, java, javascript, mongodb, nextjs, node, nosql, php, python, scala, security, sql, testing",Backend Programmer,3,16,21,0.7619047619047619,1
"numpy, pandas, python, pytorch, sklearn, tensorflow","css, html",IT Intern,161,6,2,0.0,0
"agile, flutter, networking","agile, express, flutter, networking",Frontend Developer Intern,107,3,4,0.75,1
"adobexd, android, api, automation, cicd, css, express, flutter, go, html, ios, java, javascript, kotlin, laravel, node, php, python, pytorch, react, react native, redis, sql, swift, tailwind, tensorflow, testing, vue, wireshark","android, api, cicd, css, express, flutter, go, graphql, html, ios, javascript, kotlin, laravel, node, php, python, pytorch, react, react native, redis, sql, swift, tailwind, tensorflow, testing, vue",Full Stack / Mobile Developer & AI Engineer,0,29,26,0.9615384615384616,1
"angular, aws, css, network security, wireshark","adobexd, android, api, figma, flutter, git, ios, java, kotlin, swift",Mobile Developer Intern (Swift/Kotlin/Flutter),36,5,10,0.0,0
"git, php, r, react, sql","git, laravel, php, r, react, sql",Fullstack Programmer Apprentice- (WFO-Malang),97,5,6,0.8333333333333334,1
"api, docker, elasticsearch, fastapi, flask, git, jest, linux, nosql, python, security, sql","css, database, flutter, git, java, javascript, laravel, sql, tailwind",(Internship) Fullstack Development,50,12,9,0.2222222222222222,0
"agile, postman, testing","adobexd, design system, figma, user research",UI/UX Desainer Intern,91,3,4,0.0,0
"powerbi, python, sql","powerbi, python, sql",Data Analyst,151,3,3,1.0,1
"git, java, linux, python, pytorch, scala, tensorflow, testing","api, database, javascript, node, php, react, security, sql",Internship - Fullstack Developer,53,8,8,0.0,0
"android, api, cicd, css, express, flutter, go, graphql, html, ios, javascript, kotlin, laravel, node, php, python, pytorch, react, react native, redis, sql, swift, tailwind, tensorflow, testing, vue","android, api, cicd, css, express, flutter, go, graphql, html, ios, javascript, kotlin, laravel, node, php, python, pytorch, react, react native, redis, sql, swift, tailwind, tensorflow, testing, vue",Full Stack / Mobile Developer & AI Engineer,0,26,26,1.0,1
"agile, pandas, redis, springboot, tensorflow","java, quality assurance, react native, sql",IT JAVA Programmer (Junior),119,5,4,0.0,0
"api, firebase, flutter, git, react native","agile, angular, api, aws, cicd, css, docker, gcp, git, html, java, javascript, jest, kubernetes, node, nosql, python, react, ruby on rails, scala, sql, testing, vue",Junior Software Engineer,1,5,23,0.08695652173913043,0
"android, api, flutter, git, kotlin","javascript, react, react native",Software Engineer Frontend (Graduate Internship),128,5,3,0.0,0
"css, design system, scala, user research","design system, scala, user research",UI UX Designer Intern,139,4,3,1.0,1
"html, java, javascript, laravel, network security, networking, php, postman, sql","css, git, html, java, javascript, laravel, network security, networking, php, postman, sql, tensorflow",IT Support Intern,24,9,12,0.75,1
"angular, bash, figma, laravel, php, rust","api, flutter, git, laravel, sql, vue",Staff Web Programmer (Front-End),96,6,6,0.16666666666666666,0
"database, java, mongodb, powerbi, python, sql, tableau, user research","database, java, mongodb, powerbi, python, sql, tableau, user research",IT Application Developer,61,8,8,1.0,1
"aws, elasticsearch, python, tensorflow","aws, docker, elasticsearch, python, tensorflow",Intern Data Engineer,83,4,5,0.8,1
"java, javascript, php, testing","java, javascript, php, python, testing",Software Engineer Intern,82,4,5,0.8,1
"android, design system, express, kubernetes, network security, typescript","agile, network security, react native, rust, security",IT Security Internship,94,6,5,0.2,0
"api, azure, fastapi, gcp, pandas, python, pytorch, react native, scala, sql, tensorflow","api, aws, azure, database, django, fastapi, gcp, pandas, python, pytorch, react native, scala, sql, tensorflow",Python Developer - AI Solutions Company - Remote,18,11,14,0.7857142857142857,1
"numpy, pandas, powerbi, python, r, sql, tableau","css, react, tailwind",Frontend Developer - Internship,126,7,3,0.0,0
"java, linux, pytorch, scala, tensorflow, testing","git, java, linux, python, pytorch, scala, tensorflow, testing",Software Engineer (C++),64,6,8,0.75,1
"api, database, docker, git, go, javascript, node, python, react, sql, testing, typescript","api, database, docker, git, go, javascript, node, python, react, sql, testing, typescript",Software Intern,20,12,12,1.0,1
"figma, numpy, python, testing","aspnet, cloud, java, testing",Software Engineer Intern (Paid Internship),103,4,4,0.25,0
"java, quality assurance, react native","java, quality assurance, react native, sql",IT JAVA Programmer (Junior),119,3,4,0.75,1
"database, networking, security","database, linux, networking, security",IT support,180,3,4,0.75,1
"api, express, git, java, javascript, node, sql","api, css, express, git, html, java, javascript, node, react, sql",Programmer Intern,33,7,10,0.7,1
"agile, appium, automation, go, java, javascript, postman, quality assurance, testing, user research","agile, appium, automation, go, java, javascript, postman, python, quality assurance, security, selenium, testing, user research",Software Quality Assurance,23,10,13,0.7692307692307693,1
"cicd, javascript, r, selenium, typescript","java, javascript, php, python, testing",Software Engineer Intern,82,5,5,0.2,0
"aspnet, database, express, html, java, javascript, sql, testing","database, linux, networking, security",IT Support Intern,162,8,4,0.25,0
"css, git, java, php, sql","css, git, html, java, javascript, php, sql",Web Developer (Intern),55,5,7,0.7142857142857143,1
"adobexd, agile, css, git, html, java, javascript, jest, react, swift, testing, typescript","agile, css, git, html, java, javascript, jest, react, testing, typescript",Frontend Engineer Web React.Js,41,12,10,1.0,1
"automation, quality assurance, sql","automation, quality assurance, sql",IT Quality Assurance Automation,153,3,3,1.0,1
"api, azure, cicd, docker, git, jest, python, testing","api, css, git, html, java, javascript, laravel, nextjs, php, react, sql",IT System Developer,28,8,11,0.18181818181818182,0
"aws, azure, cicd, network security, rust","aws, azure, cicd, gcp, network security",Security Architect & Engineering,106,5,5,0.8,1
"fastapi, kubernetes, php, spark, swift, user research","cicd, css, design system, figma, git, react, rust, tailwind, typescript",Front-End React Developer,54,6,9,0.0,0
"django, flutter, java, kubernetes","numpy, pandas, python, pytorch, sklearn, tensorflow",AI Engineer,86,4,6,0.0,0
"ansible, api, aws, azure, database, docker, fastapi, flask, gcp, git, graphql, jest, numpy, pandas, python, pytorch, r, ruby on rails, scala, sklearn, sql, tensorflow, testing","api, aws, azure, database, docker, fastapi, flask, gcp, git, jest, numpy, pandas, python, pytorch, ruby on rails, scala, sklearn, sql, tensorflow",Middle AI Engineer,5,23,19,1.0,1
"aws, azure, django, fastapi, flask, gcp, git, javascript, nextjs, react, react native, scala, sql","aws, azure, django, fastapi, flask, gcp, git, javascript, nextjs, python, react, react native, scala, sql",Full Stack Developer (Python),17,13,14,0.9285714285714286,1
